color,card_number,series,rarity,type,jp_name,cn_name,cost,power,race,note,text_full,image_url,detail_url
黑,E09-040,,R,事件,夜霧に惑わせ其が星獄,其为迷惑夜雾之星狱,1,-,-,,【★】 【效果】 选择你的废弃区中的1张 [残酷龙] ，将其返回手牌。 【自】 【玩家】 「荆原」 【有效】 资源区 【诱发条件】 这张卡被放置到资源区。 【效果】 你的资源区中的卡有5张以上，并且其中存在 「夜雾的星狱 王国屠灭者」 的场合，公开你的卡组最上方的7张卡，选择其中任意张 [残酷龙] ，放置到废弃区。选择你的废弃区中的1张 黑色 的Z/X，放置到充能区。将公开的余下的卡返回原处，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/E09/E09-040.png,https://zxcard.yimieji.com/Cards/E09/E09-040/R
绿,E09-041,,R,,浮島の闘士 月下香,浮岛的斗士 月下香,3,4500,蓬莱,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张种族名含有 [龙] 的卡，将其变为正面表示。 【☼】 龙 Lv3 （你的神域区中的正面表示的种族名含有 [龙] 的卡有3张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 直到回合结束时为止，你的资源区中的卡每有3张，这张卡的力量+1000。,http://zximg-cdn.yimieji.com/card/E09/E09-041.png,https://zxcard.yimieji.com/Cards/E09/E09-041/R
绿,E09-042,,N,,無垢なる跳躍ウェアサーバル,无垢的跳跃 薮猫人,3,4500,兽化人,,【◆】 神 Lv2 （你的神域区中的正面表示的 [神] 有2张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 公开你的卡组最上方的3张卡，选择其中1张Z/X，以休眠状态放置到资源区。将公开的余下的卡返回原处，然后切洗卡组。回合结束时，将那张卡返回手牌。,http://zximg-cdn.yimieji.com/card/E09/E09-042.png,https://zxcard.yimieji.com/Cards/E09/E09-042/N
绿,E09-043,,R,Z/X,爽籟の星樹ノーブルグローヴ,爽籁的星树 高贵树丛,4,6000,藤蔓龙,,【起】 【玩家】 「钏路」 【有效】 资源区 【费用】 《绿3》 《休眠》 【效果】 你的资源区中的卡有6张以上，并且其中存在 「其为开拓爽籁之星树」 的场合，选择你的资源区中的1张 [藤蔓龙] ，以重启状态登场到没有Z/X的◎所示方阵上。这个能力只能在你的回合才能使用，1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-043.png,https://zxcard.yimieji.com/Cards/E09/E09-043/R
绿,E09-044,,N,Z/X,目移る食欲マレイン,夺目的食欲 毛蕊花,4,6000,叶人,,【◆】 神 Lv1 （你的神域区中的正面表示的 [神] 有1张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 对手的回合的主要阶段开始时。 【效果】 你和对手将卡组最上方的2张卡以休眠状态放置到资源区。,http://zximg-cdn.yimieji.com/card/E09/E09-044.png,https://zxcard.yimieji.com/Cards/E09/E09-044/N
绿,E09-045,,SR,Z/X,宵口の清刃 牡丹,宵口的清刃 牡丹,4,6000,蓬莱,,【◆】 神 Lv3 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 方阵上的你的Z/X每有1种颜色，从以下效果中选择1项，并按你喜欢的顺序处理。（同样的效果无法选择2次以上。）“将你的卡组最上方的1张卡以休眠状态放置到资源区。”“选择通常方阵上的1张对手的Z/X，以休眠状态放置到资源区。”“选择方阵上的1张你的Z/X，直到回合结束时为止，追加任意一个颜色，抽卡1张。”,http://zximg-cdn.yimieji.com/card/E09/E09-045.png,https://zxcard.yimieji.com/Cards/E09/E09-045/SR
绿,E09-046,,N,Z/X,海辺に咲く龍花 娑伽羅,盛开在海边的龙花 娑伽罗,5,7500,蓬莱,,【☼】 龙 Lv3 （你的神域区中的正面表示的种族名含有 [龙] 的卡有3张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 你可以选择通常方阵上的1张对手的Z/X，以休眠状态放置到资源区。 【☼】 龙 Lv6 （你的神域区中的正面表示的种族名含有 [龙] 的卡有6张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 公开你的卡组最上方的5张卡，选择其中最多2张Z/X，以休眠状态放置到资源区。将公开的余下的卡返回原处，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/E09/E09-046.png,https://zxcard.yimieji.com/Cards/E09/E09-046/N
绿,E09-047,,N,Z/X,天火の料理娘 花梨,天火的料理娘 花梨,5,7500,蓬莱,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张 [神] ，将其变为正面表示。 【◆】 神 Lv2 （你的神域区中的正面表示的 [神] 有2张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 选择你的废弃区中的1张Z/X，以休眠状态放置到资源区。选择通常方阵上的1张3费以下的Z/X，以休眠状态放置到资源区。,http://zximg-cdn.yimieji.com/card/E09/E09-047.png,https://zxcard.yimieji.com/Cards/E09/E09-047/N
绿,E09-048,,N,Z/X,木陰のひとときルリジッサ,树荫下的片刻 瑠璃苣,6,8500,叶人,,【☼】 龙 Lv2 （你的神域区中的正面表示的种族名含有 [龙] 的卡有2张以上的场合才有效。） 【常】 【有效】 方阵 【效果】 方阵上的你的全部处于休眠状态的Z/X的力量+2000。,http://zximg-cdn.yimieji.com/card/E09/E09-048.png,https://zxcard.yimieji.com/Cards/E09/E09-048/N
绿,E09-049,,R,Z/X EX,不縛の神緑イシュタル,不缚的神绿 伊什塔尔,7,10500,神/伊什塔尔,,降临条件： 2张 绿色 Z/X 【自】 【有效】 方阵 【诱发条件】 这张卡从神域区登场。 【效果】 你可以选择你的充能区中的1张卡，放置到废弃区。放置了的话，选择通常方阵上的1张具备点燃标记的Z/X，以休眠状态放置到资源区，公开你的卡组最上方的1张卡，你可以将其加入手牌。没有加入手牌的话，将那张卡以休眠状态放置到资源区。,http://zximg-cdn.yimieji.com/card/E09/E09-049.png,https://zxcard.yimieji.com/Cards/E09/E09-049/R
绿,E09-050,,R,事件,爽籟に拓け其が星樹,其为开拓爽籁之星树,1,-,-,,【★】 【效果】 你的资源区中的卡有5张以上的场合，选择你的废弃区中的1张 [藤蔓龙] ，以休眠状态放置到资源区。 【自】 【玩家】 「钏路」 【有效】 资源区 【诱发条件】 这张卡被放置到资源区。 【效果】 你的资源区中存在 「爽籁的星树 高贵树丛」 的场合，选择通常方阵上的最多2张3费以下的Z/X，以休眠状态放置到资源区。,http://zximg-cdn.yimieji.com/card/E09/E09-050.png,https://zxcard.yimieji.com/Cards/E09/E09-050/R
红,E09-051,,DR,Z/X EX,紅雷竜醒ロードクリムゾン,红雷龙醒 红莲领主,7,10500,觉醒者/荣光龙,,觉醒条件： 将你的废弃区中的1张种族名含有 [龙] 的卡从游戏中除外。 【起】 【玩家】 「目射」 【有效】 方阵 【费用】 将你的废弃区中的2张卡从游戏中除外。 【效果】 从游戏中除外的你的 [荣光龙] 每有4张，选择从游戏中除外的1张你的 [荣光龙] ，以重启状态登场到没有Z/X的通常方阵上。这个能力只能在你的回合才能使用，1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-051.png,https://zxcard.yimieji.com/Cards/E09/E09-051/DR
蓝,E09-052,,DR,Z/X EX,蒼空竜醒ヘリカルフォート,苍空龙醒 螺旋要塞,7,10500,觉醒者/齿轮龙,,觉醒条件： 公开你的手牌中的1张种族名含有 [龙] 的卡，将其返回卡组，然后切洗卡组，抽卡1张。 【起】 【玩家】 「汤日」 【有效】 方阵 【费用】 《无0》 【效果】 选择通常方阵上的1张对手的Z/X，放置到卡组最上方。你的回合中的场合，对手选择自己手牌中的1张卡，放置到卡组最上方。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-052.png,https://zxcard.yimieji.com/Cards/E09/E09-052/DR
白,E09-053,,DR,Z/X EX,白光竜醒イノセントスター,白光龙醒 无瑕之星,7,10500,觉醒者/神使龙,,觉醒条件： 将你的废弃区中的1张种族名含有 [龙] 的卡返回卡组，然后切洗卡组。 【起】 【玩家】 「新野」 【有效】 方阵 【费用】 《无0》 【效果】 直到回合结束时为止，现在这张卡所处方阵的相邻的通常方阵上的全部对手的休眠状态的Z/X的力量-11000。你可以选择你的手牌中的1张事件卡，放置到废弃区。放置了的话，选择你的废弃区中的1张事件卡，将其返回手牌。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-053.png,https://zxcard.yimieji.com/Cards/E09/E09-053/DR
黑,E09-054,,DR,Z/X EX,闇冥竜醒レルムレイザー,暗冥龙醒 王国屠灭者,7,10500,觉醒者/残酷龙,,觉醒条件： 将你的充能区中的1张种族名含有 [龙] 的卡放置到废弃区，将你的卡组最上方的1张卡放置到充能区。 【起】 【玩家】 「荆原」 【有效】 方阵 【费用】 《无0》 【效果】 选择通常方阵上的1张对手的Z/X，将其破坏。选择你的废弃区中的1张 [残酷龙] ，以重启状态登场到没有Z/X的通常方阵上。这个能力只能在你的回合才能使用，1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-054.png,https://zxcard.yimieji.com/Cards/E09/E09-054/DR
绿,E09-055,,DR,Z/X EX,碧葉竜醒ノーブルグローヴ,碧叶龙醒 高贵树丛,7,10500,觉醒者/藤蔓龙,,觉醒条件： 将你的资源区中的1张种族名含有 [龙] 的卡返回卡组，然后切洗卡组，将你的卡组最上方的1张卡以休眠状态放置到资源区。 【自】 【玩家】 「钏路」 【有效】 方阵 【诱发条件】 这张卡从神域区登场。 【效果】 你可以选择通常方阵上的1张Z/X，以休眠状态放置到资源区。公开你的卡组最上方的2张卡，选择其中最多2张Z/X，将其加入手牌。将公开的余下的卡以休眠状态放置到资源区。,http://zximg-cdn.yimieji.com/card/E09/E09-055.png,https://zxcard.yimieji.com/Cards/E09/E09-055/DR
绿,E09-056,,Z,Z/X,サンシャインスマイル ペクティリス,开朗笑容 鹭草,5,7500,叶人,,【自】 进化原力 【起】 【有效】 方阵 【费用】 《无0》 【效果】 这张卡的原力素材是 蓝色 的事件卡的场合，你可以选择通常方阵上的1张对手的Z/X，将其返回手牌。这张卡的原力素材是 白色 的事件卡的场合，选择你的充能区中的1张3费以下的Z/X，以重启状态登场到没有Z/X的通常方阵上。这个能力只能在你的回合才能使用，1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E09/E09-056.png,https://zxcard.yimieji.com/Cards/E09/E09-056/Z_XR
红,E09-057,,IGR,玩家,赤の竜の巫女メイラル,红色龙之巫女 目射,-,-,-,,-,http://zximg-cdn.yimieji.com/card/E09/E09-057.png,https://zxcard.yimieji.com/Cards/E09/E09-057/IGR
蓝,E09-058,,IGR,玩家,青の竜の巫女ユイ,蓝色龙之巫女 汤日,-,-,-,,-,http://zximg-cdn.yimieji.com/card/E09/E09-058.png,https://zxcard.yimieji.com/Cards/E09/E09-058/IGR
白,E09-059,,IGR,玩家,白の竜の巫女ニノ,白色龙之巫女 新野,-,-,-,,-,http://zximg-cdn.yimieji.com/card/E09/E09-059.png,https://zxcard.yimieji.com/Cards/E09/E09-059/IGR
黑,E09-060,,IGR,玩家,黒の竜の巫女バラハラ,黑色龙之巫女 荆原,-,-,-,,-,http://zximg-cdn.yimieji.com/card/E09/E09-060.png,https://zxcard.yimieji.com/Cards/E09/E09-060/IGR
绿,E09-061,,IGR,玩家,緑の竜の巫女クシュル,绿色龙之巫女 钏路,-,-,-,,-,http://zximg-cdn.yimieji.com/card/E09/E09-061.png,https://zxcard.yimieji.com/Cards/E09/E09-061/IGR
红,E10-001,,R,,真なる覇王道アレキサンダー,真正的霸王道 亚历山大,3,4500,勇者,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张 [觉醒者] ，将其变为正面表示。 【自】 【玩家】 「神门」 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 将你的卡组最上方的1张卡从游戏中除外，选择方阵上的1张对手的Z/X，给予1000点伤害。方阵上的对手的Z/X有3张以上的话，选择通常方阵上的1张对手的Z/X，给予5000点伤害。,http://zximg-cdn.yimieji.com/card/E10/E10-001.png,https://zxcard.yimieji.com/Cards/E10/E10-001/R
红,E10-002,,SR,,必誅の焔弓ガーンデーヴァ,必诛的焰弓 甘迪瓦,4,6000,技师,,【自】 【玩家】 「出云」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张 [神] ，将其变为正面表示。变为了正面表示的话，选择你的手牌中的1张卡，从游戏中除外，抽卡2张。 【◆】 神 Lv3 （你的神域区中的正面表示的 [神] 有3张以上的场合才有效。） 【自】 【玩家】 「出云」 【有效】 方阵 【诱发条件】 这张卡被破坏。 【效果】 你可以选择通常方阵上的1张对手的5费以下的Z/X，从游戏中除外。,http://zximg-cdn.yimieji.com/card/E10/E10-002.png,https://zxcard.yimieji.com/Cards/E10/E10-002/SR
红,E10-003,,N,,九大英雄アレキサンダー,九大英雄 亚历山大,5,7500,勇者,,【起】 【玩家】 「神门」 【有效】 方阵 【费用】 《红4》 【效果】 选择方阵上的1张这张卡以外的Z/X，将其重启。 【起】 【玩家】 「神门」 【有效】 方阵 【费用】 将你手牌中的1张卡从游戏中除外。 【效果】 这个回合中你的 [勇者] 通过攻击破坏过了对手的Z/X的场合，你可以选择从游戏中除外了的1张你的卡名含有 「亚历山大」 的卡，将其返回手牌。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E10/E10-003.png,https://zxcard.yimieji.com/Cards/E10/E10-003/N
红,E10-004,,N,,極麗六鳥 迦陵頻伽,极丽六鸟 迦陵频伽,5,7500,神兽,,【自】 【玩家】 《火売》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你的除外区中的卡名含有 「迦陵频伽」 的卡有6张以上的场合，选择通常方阵上的最多1张对手的8费以下的Z/X，将其除外。 【自】 【玩家】 《火売》 【有效】 方阵 【诱发条件】 这张卡从手牌登场。 【效果】 你的除外区中的卡有10张以上的场合，选择你的除外区中的最多1张7费以下的Z/X，以重启状态登场到没有Z/X的◎所示方阵上。直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。,http://zximg-cdn.yimieji.com/card/E10/E10-004.png,https://zxcard.yimieji.com/Cards/E10/E10-004/N
红,E10-005,,N,,創星六華閃ガーンデーヴァ,创星六华闪 甘迪瓦,6,9000,技师,,【起】 【玩家】 《出云》 【有效】 方阵 【费用】 将你的废弃区中的2张卡除外。 【效果】 选择通常方阵上的任意张对手的Z/X，你的除外区中的卡每有2张，分配并给予3000点伤害。通过这个能力的伤害将1张以上的Z/X破坏时，选择你的除外区中的最多1张3费以下的Z/X，以休眠状态登场到没有Z/X的通常方阵上。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E10/E10-005.png,https://zxcard.yimieji.com/Cards/E10/E10-005/N
红,E10-006,,R,,破壊の権化オリハルコンティラノ,破坏的化身 奥利哈钢暴龙,6,9000,巨兽,,【自】 【玩家】 「世罗」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 选择你的手牌中的2张卡，放置到废弃区，抽卡2张。 【起】 【玩家】 「世罗」 【有效】 方阵 【费用】 将你的废弃区中的13张卡从游戏中除外。 【效果】 将这张卡重启。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E10/E10-006.png,https://zxcard.yimieji.com/Cards/E10/E10-006/R
红,E10-007,,N,,赫灼の軍神アレキサンダー,赫灼的军神 亚历山大,7,10000,勇者,,【常】 【玩家】 「神门」 【有效】 手牌 【效果】 方阵上的对手的Z/X有3张以上的场合，这张卡的费用减2。但是，不会变为0以下。 【自】 【玩家】 「神门」 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 选择通常方阵上的1张对手的Z/X，方阵上每有1张对手的Z/X，给予3000点伤害。通过这个能力的伤害将Z/X破坏时，你可以选择对手的充能区中的1张卡，从游戏中除外。,http://zximg-cdn.yimieji.com/card/E10/E10-007.png,https://zxcard.yimieji.com/Cards/E10/E10-007/N
红,E10-008,,R,,巨震咆号オリハルコンティラノ,巨震咆号 奥利哈钢暴龙,7,10500,巨兽,,【自】 【玩家】 《世罗》 【有效】 方阵 【诱发条件】 你的 [巨兽] 攻击。 【效果】 选择方阵上的最多1张Z/X，给予2000点伤害。 【自】 【玩家】 《世罗》 【有效】 方阵 【诱发条件】 对手的Z/X被你的卡的能力的伤害破坏。 【效果】 将这张卡重启。 【起】 【玩家】 《世罗》 【有效】 《每回合1次》 方阵 【费用】 《休眠》 【效果】 选择通常方阵上的1张对手的Z/X，给予12000点伤害。,http://zximg-cdn.yimieji.com/card/E10/E10-008.png,https://zxcard.yimieji.com/Cards/E10/E10-008/R
红,E10-009,,N,,麗の妙声鳥 迦陵頻伽,丽之妙声鸟 迦陵频伽,7,10500,神兽,,【起】 【玩家】 「火売」 【有效】 方阵 【费用】 将你的废弃区中的6张卡从游戏中除外。 【效果】 你可以选择你的手牌中的1张5费以下的Z/X，以休眠状态登场到没有Z/X的◎所示的方阵上。选择通常方阵上的1张对手的4费以下的Z/X，从游戏中除外。这个能力只能在你的回合中使用，1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E10/E10-009.png,https://zxcard.yimieji.com/Cards/E10/E10-009/N
红,E10-010,,R,,クリムゾンロアー,红莲咆哮,4,-,-,,【起】 【玩家】 「神门」 或 「世罗」 【有效】 手牌 【费用】 《红1》 将这张卡放置到废弃区。 【效果】 你可以选择你的神域区中的1张 [觉醒者] ，将其变为正面表示。变为了正面表示的话，选择通常方阵上的1张对手的Z/X，给予5000点伤害。 【★】 【玩家】 「神门」 或 「世罗」 【效果】 选择通常方阵上的最多2张对手的Z/X，给予7500点伤害。,https://www.zxtcg.com/assets/card_img/E10/E10-010.png,https://zxcard.yimieji.com/Cards/E10/E10-010/R
蓝,E10-011,,R,,黒神器の機動サイクロトロン,黑神器的机动 粒子加速器,3,4500,金属要塞,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张 [觉醒者] ，将其变为正面表示。 【自】 【玩家】 「超」 【有效】 方阵 【诱发条件】 这张卡通过攻击将对手的Z/X破坏。 【效果】 公开你的卡组最上方的5张卡，选择其中1张卡名含有 「粒子加速器」 的Z/X，将其加入手牌。将公开的余下的卡返回原处，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/E10/E10-011.png,https://zxcard.yimieji.com/Cards/E10/E10-011/R
蓝,E10-012,,R,,盟約の深紅剣シンクロトロン,盟约的深红剑 同步加速器,3,4500,杀人机械,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张 [觉醒者] ，将其变为正面表示。 【自】 【玩家】 「七尾」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 方阵上的对手的Z/X有3张以上的场合，你可以选择通常方阵上的1张对手的5费以上的Z/X，将其返回手牌。返回了的话，抽卡1张。,http://zximg-cdn.yimieji.com/card/E10/E10-012.png,https://zxcard.yimieji.com/Cards/E10/E10-012/R
蓝,E10-013,,R,,ハッピーウェーブ ルートヴィヒ,快乐波浪 露德维希,4,6000,人鱼,,【☼】 觉醒者 Lv3 （你的神域区中的正面表示的 [觉醒者] 有3张以上的场合才有效。） 【自】 【有效】 方阵 【诱发条件】 对手回合的主要阶段开始时。 【效果】 选择通常方阵上的1张对手的Z/X，将其返回手牌，你可以选择方阵上的1张Z/X，将其放置到没有Z/X的通常方阵上。,http://zximg-cdn.yimieji.com/card/E10/E10-013.png,https://zxcard.yimieji.com/Cards/E10/E10-013/R
蓝,E10-014,,R,,世界の選択クロエ,世界的选择 库萝耶,5,7500,库萝耶/战斗服,,【常】 【有效】 手牌 【效果】 你的手牌中的卡有6张以上的话，这张卡获得点燃标记。 【自】 【有效】 方阵 【诱发条件】 对手的回合的主要阶段开始时。 【效果】 你可以选择你的手牌中的2张不具备点燃标记的Z/X，将其公开。公开了2张的话，将公开的卡按你喜欢的顺序放置到卡组最下方，抽卡3张。,http://zximg-cdn.yimieji.com/card/E10/E10-014.png,https://zxcard.yimieji.com/Cards/E10/E10-014/R
蓝,E10-015,,N,,魔刃黒騎サイクロトロン,魔刃黑骑 粒子加速器,5,6500,金属要塞,,【自】 【玩家】 「超」 【有效】 方阵 【诱发条件】 这张卡被攻击。 【效果】 抽卡1张。你可以选择通常方阵上的1张3费以下的对手的Z/X，将其返回手牌。 【常】 【玩家】 「超」 【有效】 方阵 【效果】 你的手牌中的卡有4张以上的场合，这张卡的力量+2000。,http://zximg-cdn.yimieji.com/card/E10/E10-015.png,https://zxcard.yimieji.com/Cards/E10/E10-015/N
蓝,E10-016,,N,,剣帝神器サイクロトロン,剑帝神器 粒子加速器,7,10500,金属要塞,,【常】 【玩家】 「超」 【有效】 方阵 【效果】 这张卡获得以下能力。“ 【常】 绝界 （任何人都不能将这张卡选择为卡的效果的对象。）” 【起】 【玩家】 「超」 【有效】 方阵 【费用】 《无0》 【效果】 选择通常方阵上的1张对手的5费以下的Z/X，将其返回手牌。这个能力1回合只能使用1次。,http://zximg-cdn.yimieji.com/card/E10/E10-016.png,https://zxcard.yimieji.com/Cards/E10/E10-016/N
蓝,E10-017,,N,,斬魔真紅剣シンクロトロン,斩魔真红剑 同步加速器,7,8000,杀人机械,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你的手牌中的卡有3张以上的场合，抽卡1张。 【常】 【玩家】 「七尾」 【有效】 方阵 【效果】 你的手牌中的卡有4张以上的场合，这张卡的力量+3000。 【起】 【有效】 方阵 【费用】 《休眠》 【效果】 你的手牌中的卡在5张以上的场合，选择通常方阵上的对手的Z/X和对手的3费以下的Z/X各1张返回卡组，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/E10/E10-017.png,https://zxcard.yimieji.com/Cards/E10/E10-017/N
蓝,E10-018,,SR,,正義なる運命ローレンシウム,正义命运 铹机侠,8,11000,金属要塞,,【自】 【玩家】 《怜亚》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你的废弃区中的 [金属要塞] 有3张以上的场合，选择通常方阵上的1张对手的Z/X，将其返回手牌，抽卡2张，选择你的手牌中的1张卡，放置到废弃区。有7张以上的场合，选择 《同名》 以外的你的手牌中的最多1张卡名含有 「铹机侠」 的Z/X，以重启状态登场到没有Z/X的◎所示方阵上。,http://zximg-cdn.yimieji.com/card/E10/E10-018.png,https://zxcard.yimieji.com/Cards/E10/E10-018/SR
蓝,E10-019,,N,,蒼星神器ローレンシウム,苍星神器 铹机侠,8,10500,金属要塞,,【常】 【玩家】 「怜亚」 【有效】 手牌 【效果】 你的废弃区中每有1张卡名含有 「铹机侠」 的Z/X，这张卡的费用减1。但是，不会变为0以下。,http://zximg-cdn.yimieji.com/card/E10/E10-019.png,https://zxcard.yimieji.com/Cards/E10/E10-019/N
蓝,E10-020,,N,,超鋼神器ローレンシウム,超钢神器 铹机侠,8,8500,金属要塞,,【自】 【玩家】 「怜亚」 【有效】 方阵 【诱发条件】 这张卡通过攻击将对手的Z/X破坏。 【效果】 选择通常方阵上的最多2张对手的Z/X返回卡组，然后切洗卡组。 【常】 【玩家】 「怜亚」 【有效】 方阵 【效果】 这张卡获得以下能力。“ 【常】 射程 2（这张卡可以攻击2格远的方阵。）”,http://zximg-cdn.yimieji.com/card/E10/E10-020.png,https://zxcard.yimieji.com/Cards/E10/E10-020/N
白,E10-021,,R,,正覚の覇騎士サー・ガルマータ,正觉的霸骑士 萨迦玛塔,3,4500,守护者,,【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的神域区中的1张卡 「觉醒者」 ，将其变为正面表示。 【☼】 觉醒者 Lv2 （你的神域区中的正面表示的 [觉醒者] 有2以上的场合才有效。） 【自】 【玩家】 「水崎」 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 你可以选择你的手牌中的1张 [守护者] ，放置到充能区。放置了的话，抽卡1张。,http://zximg-cdn.yimieji.com/card/E10/E10-021.png,https://zxcard.yimieji.com/Cards/E10/E10-021/R
白,E10-022,,R,,巡り合う新世界メインクーン,邂逅新世界 缅因猫,3,4500,猫妖精,,【自】 【玩家】 「妮娜」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的手牌中的1张Z/X，放置到充能区。放置了的话，选择你的充能区中的1张Z/X，将其返回手牌，选择通常方阵上的1张对手的Z/X，直到回合结束时为止，力量-2000。,http://zximg-cdn.yimieji.com/card/E10/E10-022.png,https://zxcard.yimieji.com/Cards/E10/E10-022/R
白,E10-023,,SR,,純白の光臨フィエリテ,纯白的光临 菲爱缇,4,6000,天使,,【常】 【玩家】 《飞鸟》 【有效】 所有领域 【效果】 你的资源区中的卡名含有 「菲爱缇」 的卡有4张以上的场合，这张卡获得点燃标记。 【起】 【玩家】 《飞鸟》 【有效】 《自己回合》 方阵 【费用】 《白2》 【效果】 你的资源区中的卡名含有 「菲爱缇」 的卡有5张以上的场合，选择你的充能区中的1张卡名含有 「菲爱缇」 的Z/X，以重启状态登场到没有Z/X的◎所示方阵上。,http://zximg-cdn.yimieji.com/card/E10/E10-023.png,https://zxcard.yimieji.com/Cards/E10/E10-023/SR
白,E10-024,,R,,不逆の結鎖フォスフラム,不逆的决锁 弗斯弗拉姆,4,6000,圣兽,,【自】 【玩家】 「佐仓」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的充能区中的1张Z/X，将其返回手牌。返回了的话，你可以选择你的手牌中的1张卡，放置到充能区。方阵上的你的 [圣兽] 有3张以上的场合，选择通常方阵上的1张对手的Z/X，放置到卡组最下方。,http://zximg-cdn.yimieji.com/card/E10/E10-024.png,https://zxcard.yimieji.com/Cards/E10/E10-024/R
白,E10-025,,N,Z/X,信念の反逆者サー・ガルマータ,信念的反逆者 萨迦玛塔,5,7500,守护者,,【起】 【玩家】 「水崎」 【有效】 方阵 【费用】 《白2》 【效果】 将正在攻击这张卡的全部的方阵上的Z/X破坏。这个能力1回合只能使用1次。 【自】 【玩家】 「水崎」 【有效】 方阵 【诱发条件】 这张卡被攻击。 【效果】 选择通常方阵上的1张对手的Z/X，将其休眠。回合结束时，那张Z/X的费用在5以下的场合，将其破坏。,http://zximg-cdn.yimieji.com/card/E10/E10-025.png,https://zxcard.yimieji.com/Cards/E10/E10-025/N
白,E10-026,,N,Z/X,焔輝の賢者フォスフラム,焰辉的贤者 弗斯弗拉姆,6,8500,圣兽,,【自】 【玩家】 「佐仓」 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的充能区中的1张 白色 卡，放置到废弃区。放置了的话，直到回合结束时为止，现在通常方阵上的全部对手的Z/X的力量-5000。 【常】 【玩家】 「佐仓」 【有效】 手牌 【效果】 你的充能区中的卡有3张以上的场合，这张卡的费用减2。但是，不会变为0以下。,http://zximg-cdn.yimieji.com/card/E10/E10-026.png,https://zxcard.yimieji.com/Cards/E10/E10-026/N
白,E10-027,,N,Z/X,清廉な想いフィエリテ,清廉的思绪 菲爱缇,6,8000,天使,,【常】 【玩家】 「飞鸟」 【有效】 方阵 【效果】 方阵上的全部的对手的Z/X的力量-1000。 【自】 【玩家】 「飞鸟」 【有效】 方阵 【诱发条件】 这张卡攻击。 【效果】 选择通常方阵上的1张对手的力量在8000以下的Z/X，放置到卡组最下方。,http://zximg-cdn.yimieji.com/card/E10/E10-027.png,https://zxcard.yimieji.com/Cards/E10/E10-027/N
